experiment_id,timestamp,performance,gpu,system,monitoring_duration,total_samples,average_score
fullkvcache_qasper_kv128_bs1_rep0_20250628_014622,2025-06-28T02:22:01.546569,"{'success': True, 'ttft_ms': 150.0, 'tpot_ms': 135.00595537821454, 'throughput_tokens_per_sec': 7.396272158651468, 'total_time_sec': 10.275446653366089, 'tokens_generated': 76, 'model_name': 'C:\\Users\\Administrator\\mistral_models\\7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 128, 'max_new_tokens': 128, 'use_fullkvcache': True, 'dataset': 'qasper', 'repetition': 0}",{},{},0,200,0.032045822253411155
fullkvcache_qasper_kv1024_bs1_rep0_20250628_014622,2025-06-28T02:29:51.161210,"{'success': True, 'ttft_ms': 150.0, 'tpot_ms': 159.22006607055664, 'throughput_tokens_per_sec': 6.303428969362995, 'total_time_sec': 2.5383009910583496, 'tokens_generated': 16, 'model_name': 'C:\\Users\\Administrator\\mistral_models\\7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 1024, 'max_new_tokens': 128, 'use_fullkvcache': True, 'dataset': 'qasper', 'repetition': 0}",{},{},0,200,0.10302507458454115
