experiment_id,timestamp,performance,gpu,system,monitoring_duration
fullkvcache_narrativeqa_kv128_bs1_rep0_20250624_235212,2025-06-24T23:54:19.652888,"{'success': True, 'ttft_ms': 150.0, 'tpot_ms': 141.0125245853346, 'throughput_tokens_per_sec': 7.0825405031501685, 'total_time_sec': 7.0596137046813965, 'tokens_generated': 50, 'model_name': 'C:/Users/Administrator/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 128, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'narrativeqa', 'repetition': 0}",{},{},0
fullkvcache_narrativeqa_kv1024_bs1_rep0_20250624_235212,2025-06-24T23:54:37.300706,"{'success': True, 'ttft_ms': 150.0, 'tpot_ms': 129.02722261389906, 'throughput_tokens_per_sec': 7.725188581134902, 'total_time_sec': 6.472333908081055, 'tokens_generated': 50, 'model_name': 'C:/Users/Administrator/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 1024, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'narrativeqa', 'repetition': 0}",{},{},0
fullkvcache_qasper_kv128_bs1_rep0_20250624_235212,2025-06-24T23:54:54.653961,"{'success': True, 'ttft_ms': 150.0, 'tpot_ms': 129.68281531820492, 'throughput_tokens_per_sec': 7.687035626919375, 'total_time_sec': 6.504457950592041, 'tokens_generated': 50, 'model_name': 'C:/Users/Administrator/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 128, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'qasper', 'repetition': 0}",{},{},0
fullkvcache_qasper_kv1024_bs1_rep0_20250624_235212,2025-06-24T23:55:12.247759,"{'success': True, 'ttft_ms': 150.0, 'tpot_ms': 130.90744018554688, 'throughput_tokens_per_sec': 7.6167674413874655, 'total_time_sec': 6.564464569091797, 'tokens_generated': 50, 'model_name': 'C:/Users/Administrator/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 1024, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'qasper', 'repetition': 0}",{},{},0
fullkvcache_multifieldqa_en_kv128_bs1_rep0_20250624_235212,2025-06-24T23:55:29.926459,"{'success': True, 'ttft_ms': 150.0, 'tpot_ms': 129.96466986987053, 'throughput_tokens_per_sec': 7.6707483770520275, 'total_time_sec': 6.518268823623657, 'tokens_generated': 50, 'model_name': 'C:/Users/Administrator/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 128, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'multifieldqa_en', 'repetition': 0}",{},{},0
fullkvcache_multifieldqa_en_kv1024_bs1_rep0_20250624_235212,2025-06-24T23:55:46.756986,"{'success': True, 'ttft_ms': 150.0, 'tpot_ms': 120.93881392965511, 'throughput_tokens_per_sec': 8.22909554119333, 'total_time_sec': 6.076001882553101, 'tokens_generated': 50, 'model_name': 'C:/Users/Administrator/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 1024, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'multifieldqa_en', 'repetition': 0}",{},{},0
