experiment_id,success,error_message,timestamp
cake_mmlu_kv512_bs1_stratadaptive_bud0.8_rep0_20250604_104856,False,[Errno 2] No such file or directory: 'results\\cake_experiments\\cake_run_20250604_104856\\ds_mmlu_kv512_bs1_stratadaptive_bud0.8_rep0\\cake_metrics_cake_mmlu_kv512_bs1_stratadaptive_bud0.8_rep0_20250604_104856.json',2025-06-04T10:49:37.169095
