experiment_id,timestamp,performance,gpu,system,monitoring_duration,task_score,dataset
baseline_gov_report_kv31500_bs1_rep0_070828,2025-12-22T07:37:54.121394,"{'success': True, 'ttft_ms': 0.014066696166992188, 'tpot_ms': 19.259830159256687, 'throughput_tokens_per_sec': 51.92211223472891, 'total_time_sec': 1734.3477783203125, 'tokens_generated': 90051, 'model_name': '/model/ModelScope/Qwen/Qwen2.5-7B-Instruct', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 31500, 'max_new_tokens': 256, 'use_baseline': True, 'dataset': 'gov_report'}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 0.0, 'average_memory_mb': 0.0, 'sample_count': 15504}, 'total_peak_memory_mb': 0.0}","{'peak_cpu_percent': 19.3, 'average_cpu_percent': 6.722518862449216, 'peak_memory_percent': 6.4, 'peak_memory_used_gb': 5.016033172607422, 'sample_count': 1723}",1758.982437133789,0.33735188234852864,gov_report
baseline_multi_news_kv31500_bs1_rep0_073754,2025-12-22T08:02:36.397062,"{'success': True, 'ttft_ms': 0.014543533325195312, 'tpot_ms': 16.8495742324381, 'throughput_tokens_per_sec': 59.349357633185846, 'total_time_sec': 1470.0917327404022, 'tokens_generated': 87249, 'model_name': '/model/ModelScope/Qwen/Qwen2.5-7B-Instruct', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 31500, 'max_new_tokens': 256, 'use_baseline': True, 'dataset': 'multi_news'}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 0.0, 'average_memory_mb': 0.0, 'sample_count': 13139}, 'total_peak_memory_mb': 0.0}","{'peak_cpu_percent': 18.2, 'average_cpu_percent': 7.982808219178083, 'peak_memory_percent': 6.7, 'peak_memory_used_gb': 5.2534637451171875, 'sample_count': 1460}",1479.7551486492157,0.25857888147344193,multi_news
