experiment_id,timestamp,performance,gpu,system,monitoring_duration
fullkvcache_hotpotqa_kv256_bs8_rep1_20250617_170451,2025-06-17T17:06:23.953059,"{'success': True, 'ttft_ms': 3603.0285358428955, 'tpot_ms': 1361.5074109057991, 'throughput_tokens_per_sec': 0.7110566206881118, 'total_time_sec': 70.3178882598877, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 8, 'kv_cache_length': 256, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 1}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10658.13720703125, 'average_memory_mb': 10233.967200510384, 'sample_count': 623}, 'total_peak_memory_mb': 10658.13720703125}","{'peak_cpu_percent': 51.4, 'average_cpu_percent': 6.472857142857144, 'peak_memory_percent': 44.7, 'peak_memory_used_gb': 28.503158569335938, 'sample_count': 70}",70.35377216339111
fullkvcache_hotpotqa_kv512_bs1_rep1_20250617_170624,2025-06-17T17:07:53.328802,"{'success': True, 'ttft_ms': 4279.374361038208, 'tpot_ms': 1323.3263443927376, 'throughput_tokens_per_sec': 0.7233548769502318, 'total_time_sec': 69.12236523628235, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 512, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 1}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10432.52001953125, 'average_memory_mb': 10029.528035614312, 'sample_count': 614}, 'total_peak_memory_mb': 10432.52001953125}","{'peak_cpu_percent': 15.2, 'average_cpu_percent': 5.861764705882354, 'peak_memory_percent': 44.0, 'peak_memory_used_gb': 28.06153106689453, 'sample_count': 68}",69.14927554130554
fullkvcache_hotpotqa_kv512_bs4_rep1_20250617_170753,2025-06-17T17:09:23.451350,"{'success': True, 'ttft_ms': 2813.0240440368652, 'tpot_ms': 1317.6707832180723, 'throughput_tokens_per_sec': 0.7420611807709133, 'total_time_sec': 67.37988901138306, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 4, 'kv_cache_length': 512, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 1}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10633.11865234375, 'average_memory_mb': 10222.168796456239, 'sample_count': 597}, 'total_peak_memory_mb': 10633.11865234375}","{'peak_cpu_percent': 12.0, 'average_cpu_percent': 5.741791044776119, 'peak_memory_percent': 43.9, 'peak_memory_used_gb': 28.02391815185547, 'sample_count': 67}",67.41088604927063
fullkvcache_hotpotqa_kv512_bs8_rep1_20250617_170924,2025-06-17T17:11:00.253701,"{'success': True, 'ttft_ms': 2569.0982341766357, 'tpot_ms': 1350.3947452623017, 'throughput_tokens_per_sec': 0.7273844867001733, 'total_time_sec': 68.7394368648529, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 8, 'kv_cache_length': 512, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 1}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10909.52783203125, 'average_memory_mb': 10486.39916551211, 'sample_count': 609}, 'total_peak_memory_mb': 10909.52783203125}","{'peak_cpu_percent': 12.5, 'average_cpu_percent': 6.132352941176471, 'peak_memory_percent': 42.5, 'peak_memory_used_gb': 27.146312713623047, 'sample_count': 68}",68.75541949272156
fullkvcache_hotpotqa_kv1024_bs1_rep1_20250617_171100,2025-06-17T17:12:26.954144,"{'success': True, 'ttft_ms': 2188.504934310913, 'tpot_ms': 1321.7497212546211, 'throughput_tokens_per_sec': 0.7467675658247839, 'total_time_sec': 66.955237865448, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 1024, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 1}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10480.5341796875, 'average_memory_mb': 10077.826975229624, 'sample_count': 592}, 'total_peak_memory_mb': 10480.5341796875}","{'peak_cpu_percent': 44.0, 'average_cpu_percent': 6.490909090909091, 'peak_memory_percent': 44.5, 'peak_memory_used_gb': 28.398563385009766, 'sample_count': 66}",66.9747633934021
fullkvcache_hotpotqa_kv1024_bs4_rep1_20250617_171227,2025-06-17T17:14:26.675943,"{'success': True, 'ttft_ms': 10936.646461486816, 'tpot_ms': 1619.6856547375114, 'throughput_tokens_per_sec': 0.553696117196843, 'total_time_sec': 90.30224061012268, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 4, 'kv_cache_length': 1024, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 1}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10888.6513671875, 'average_memory_mb': 10496.412302856445, 'sample_count': 800}, 'total_peak_memory_mb': 10888.6513671875}","{'peak_cpu_percent': 12.8, 'average_cpu_percent': 6.092134831460674, 'peak_memory_percent': 43.4, 'peak_memory_used_gb': 27.709678649902344, 'sample_count': 89}",90.31523537635803
fullkvcache_hotpotqa_kv1024_bs8_rep1_20250617_171427,2025-06-17T17:16:15.795214,"{'success': True, 'ttft_ms': 7943.169593811035, 'tpot_ms': 1423.3015021499323, 'throughput_tokens_per_sec': 0.6436171073230219, 'total_time_sec': 77.68594002723694, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 8, 'kv_cache_length': 1024, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 1}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 11804.8076171875, 'average_memory_mb': 11011.734905154206, 'sample_count': 688}, 'total_peak_memory_mb': 11804.8076171875}","{'peak_cpu_percent': 9.7, 'average_cpu_percent': 6.024675324675325, 'peak_memory_percent': 44.7, 'peak_memory_used_gb': 28.533267974853516, 'sample_count': 77}",77.72281885147095
fullkvcache_hotpotqa_kv2048_bs1_rep1_20250617_171616,2025-06-17T17:17:44.559753,"{'success': True, 'ttft_ms': 1979.9208641052246, 'tpot_ms': 1319.3441994336185, 'throughput_tokens_per_sec': 0.7504152094939244, 'total_time_sec': 66.62977957725525, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 2048, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 1}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 10616.5810546875, 'average_memory_mb': 10205.592553669629, 'sample_count': 591}, 'total_peak_memory_mb': 10616.5810546875}","{'peak_cpu_percent': 11.9, 'average_cpu_percent': 6.25, 'peak_memory_percent': 43.4, 'peak_memory_used_gb': 27.683307647705078, 'sample_count': 66}",66.66776084899902
fullkvcache_hotpotqa_kv2048_bs4_rep1_20250617_171745,2025-06-17T17:19:30.496393,"{'success': True, 'ttft_ms': 7895.544528961182, 'tpot_ms': 1368.8130086782026, 'throughput_tokens_per_sec': 0.6669478669565274, 'total_time_sec': 74.96837830543518, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 4, 'kv_cache_length': 2048, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 1}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 11820.8154296875, 'average_memory_mb': 10995.577918673638, 'sample_count': 665}, 'total_peak_memory_mb': 11820.8154296875}","{'peak_cpu_percent': 13.1, 'average_cpu_percent': 5.652702702702703, 'peak_memory_percent': 42.5, 'peak_memory_used_gb': 27.132843017578125, 'sample_count': 74}",74.99531149864197
fullkvcache_hotpotqa_kv2048_bs8_rep1_20250617_171931,2025-06-17T17:22:40.426233,"{'success': True, 'ttft_ms': 40493.87335777283, 'tpot_ms': 2033.8074479784284, 'throughput_tokens_per_sec': 0.3567569610418538, 'total_time_sec': 140.15143489837646, 'tokens_generated': 50, 'model_name': 'C:/Users/JerryGanst/mistral_models/7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 8, 'kv_cache_length': 2048, 'max_new_tokens': 50, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 1}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 13809.1279296875, 'average_memory_mb': 12120.37832872572, 'sample_count': 1242}, 'total_peak_memory_mb': 13809.1279296875}","{'peak_cpu_percent': 81.7, 'average_cpu_percent': 6.1869565217391305, 'peak_memory_percent': 44.3, 'peak_memory_used_gb': 28.287994384765625, 'sample_count': 138}",140.20344924926758
