experiment_id,timestamp,performance,gpu,system,monitoring_duration,total_samples,average_score
fullkvcache_hotpotqa_kv128_bs1_rep0_20250628_025811,2025-06-28T03:08:55.385269,"{'success': True, 'ttft_ms': 150.0, 'tpot_ms': 143.50830662635065, 'throughput_tokens_per_sec': 6.958401255623338, 'total_time_sec': 4.59875750541687, 'tokens_generated': 32, 'model_name': 'C:\\Users\\Administrator\\mistral_models\\7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 128, 'max_new_tokens': 32, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 0}",{},{},0,200,0.16319853956199698
fullkvcache_hotpotqa_kv1024_bs1_rep0_20250628_025811,2025-06-28T03:17:30.464682,"{'success': True, 'ttft_ms': 150.0, 'tpot_ms': 264.7784074147542, 'throughput_tokens_per_sec': 4.235783973506556, 'total_time_sec': 0.9443352222442627, 'tokens_generated': 4, 'model_name': 'C:\\Users\\Administrator\\mistral_models\\7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 1024, 'max_new_tokens': 32, 'use_fullkvcache': True, 'dataset': 'hotpotqa', 'repetition': 0}",{},{},0,200,0.21588039561917272
