experiment_id,timestamp,performance,gpu,system,monitoring_duration,total_samples,average_score
fullkvcache_musique_kv128_bs1_rep0_20250628_033718,2025-06-28T03:47:47.821493,"{'success': True, 'ttft_ms': 150.0, 'tpot_ms': 155.40100010958585, 'throughput_tokens_per_sec': 6.453656556952969, 'total_time_sec': 1.8594110012054443, 'tokens_generated': 12, 'model_name': 'C:\\Users\\Administrator\\mistral_models\\7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 128, 'max_new_tokens': 32, 'use_fullkvcache': True, 'dataset': 'musique', 'repetition': 0}",{},{},0,200,0.07831466247703628
fullkvcache_musique_kv1024_bs1_rep0_20250628_033718,2025-06-28T03:56:49.612955,"{'success': True, 'ttft_ms': 150.0, 'tpot_ms': 156.24060197310015, 'throughput_tokens_per_sec': 6.421759930754948, 'total_time_sec': 1.8686466217041016, 'tokens_generated': 12, 'model_name': 'C:\\Users\\Administrator\\mistral_models\\7B-Instruct-v0.3', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 1024, 'max_new_tokens': 32, 'use_fullkvcache': True, 'dataset': 'musique', 'repetition': 0}",{},{},0,200,0.08854961245362376
