experiment_id,timestamp,performance,gpu,system,monitoring_duration,task_score,dataset
baseline_gov_report_kv4096_bs1_rep0_021049,2025-12-21T02:28:08.285536,"{'success': True, 'ttft_ms': 0.010251998901367188, 'tpot_ms': 11.055890272804811, 'throughput_tokens_per_sec': 90.45048575615199, 'total_time_sec': 1031.437246799469, 'tokens_generated': 93294, 'model_name': '/cloud/cloud-ssd1/Experiment-Platform/model/ModelScope/Qwen/Qwen2.5-7B-Instruct', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 4096, 'max_new_tokens': 256, 'use_baseline': True, 'dataset': 'gov_report'}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 0.0, 'average_memory_mb': 0.0, 'sample_count': 9231}, 'total_peak_memory_mb': 0.0}","{'peak_cpu_percent': 18.4, 'average_cpu_percent': 6.857602339181287, 'peak_memory_percent': 6.5, 'peak_memory_used_gb': 5.064422607421875, 'sample_count': 1026}",1031.7102885246277,0.4305469898375643,gov_report
baseline_multi_news_kv4096_bs1_rep0_023152,2025-12-21T02:47:40.683290,"{'success': True, 'ttft_ms': 0.01049041748046875, 'tpot_ms': 10.636229873658962, 'throughput_tokens_per_sec': 94.019337800555, 'total_time_sec': 935.6160345077515, 'tokens_generated': 87966, 'model_name': '/cloud/cloud-ssd1/Experiment-Platform/model/ModelScope/Qwen/Qwen2.5-7B-Instruct', 'precision': 'fp16', 'batch_size': 1, 'kv_cache_length': 4096, 'max_new_tokens': 256, 'use_baseline': True, 'dataset': 'multi_news'}","{'total_devices': 1, 'device_0': {'peak_memory_mb': 0.0, 'average_memory_mb': 0.0, 'sample_count': 8373}, 'total_peak_memory_mb': 0.0}","{'peak_cpu_percent': 16.2, 'average_cpu_percent': 6.841031149301826, 'peak_memory_percent': 6.4, 'peak_memory_used_gb': 5.040367126464844, 'sample_count': 931}",945.3665142059326,0.2561237941575546,multi_news
